professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,pro_feedback,pro_respected,pro_homework,pro_accessible,pro_ready,pro_participation,pro_skip,pro_inspirational,pro_graded,pro_teheavy,pro_group,pro_criteria,pro_hilarious,pro_quizzes,pro_amazing,pro_leheavy,pro_caring,pro_credit,pro_papers,pro_tough,num_student,post_date,name_onlines,name_not_onlines,student_star,online,offline,student_difficult,attence,for_credits,would_take_agains,grades,stu_tags,stu_feedback,stu_respected,stu_homework,stu_accessible,stu_ready,stu_participation,stu_skip,stu_inspirational,stu_graded,stu_teheavy,stu_group,stu_criteria,stu_hilarious,stu_quizzes,stu_amazing,stu_leheavy,stu_caring,stu_credit,stu_papers,stu_tough,help_useful,help_not_useful,comments
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,02/13/2007,NAN,MATH239,2.5,0,1,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The class was alright, but he goes on to tangents that you have no clue how he got onto them; it gets confusing. On the plus side, he\'s very knowledgable and seems to know what he\'s talking about. His exam was long and difficult. I wouldn\'t recommend him if there\'s a better option, but sometimes you have to pick the best of several evils."
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12/31/2006,NAN,MATH249,4.0,0,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Great class - Lectures were awesome. Midterm and Final were fair but assignments were really difficult and time consuming. Lectures DO get better - difficult to understand at first - possible because of accent however after time its reasonably easy to follow. Course very entertaining and small class helped atmosphere.
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12/14/2005,NAN,MATH135,4.0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Godsil is the man. I actually find this stuff interesting when he teaches it. Very good professor, really knows what hes talking about"
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12/09/2004,NAN,MATH135,4.5,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"If at first you don\'t like this prof, give him time. With his accent it sounds alot like he is mumbling at first, but it gets better and easier to follow. He really knows his stuff and teaches the course very well. Though most of his notes are right from the text, he gave detailed descriptions."
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,11/17/2004,NAN,MATH135,4.5,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"What\'s this guy doing teaching MATH 135? He seems like a really smart guy, and it seems wasted teaching us about GCDs and congruence. Has an accent, but an overall good lecturer. Very approachable."
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,10/25/2004,NAN,MATH135,5.0,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teaches well and is funny
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,09/29/2004,NAN,MATH135,4.0,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Good prof..but with very difficult acsent. Teaches well though!
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,09/17/2004,NAN,CO330,4.5,0,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Knows his stuff. Always available for help.
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,09/08/2004,NAN,CO230,5.0,0,1,4,Not Mandatory,,,B+,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High standards. May not be good for weak students.
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,06/09/2004,NAN,MATH235,3.0,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"knows his stuff, but assumes you know more than you do"
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,05/09/2004,NAN,MATH239,2.0,0,1,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accent and writing can be difficult at times. Course is worse aspect.
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,05/06/2004,NAN,MATH239,3.0,0,1,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,better than Schellenberg I guess...
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,05/02/2004,NAN,MATH239,1.0,0,1,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not a very useful prof. I switched to Paul\'s but he is no good either
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,04/21/2004,NAN,CO,2.0,0,1,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I dont know which prof is worse between Godsil and Schnellenberg... but they are both not good.
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,04/03/2004,NAN,MATH239,1.5,0,1,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Made a hard course even harder. Smart guy, but hard to understand (g\'day mate), and pretty dull."
Chris  Godsil,University of Waterloo,Mathematics department, Waterloo, ON,10,2.6,,3.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,03/03/2004,NAN,MATH239,4.0,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,He\'s the man!
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,07/26/2011,NAN,CHS201,4.5,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sifuentes remains as one of the most influential figures in my life. His immense literary knowledge, guidance, and sense of humor have positively shaped his students to be great individuals. May he rest in peace. Profe, gracias por todo. ~Rodolfo S Vasquez"
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,11/20/2008,NAN,CHS100,3.5,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"He was a really good professor! Really nice and funny, he can be sometimes late! But he didnt give alot of HW & Final was really easy! yes do you do have to read the book because he may just call on you to ask you what the reading was about!"
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,11/19/2008,NAN,CHS100,2.0,0,1,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,he is the worse teacher ever...his lectures never made any sence....he would forget about what he was talking about most of the time....parts of the test were about things he didnt discuss or that werent even in the books....he is useless
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,07/01/2008,NAN,CHS100,2.0,0,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"THis professor is ok. He is funny sometimes, but he is boring. No one ever talks in class unless he puts you on the spot( reading questions from the book) Almost never did no homework, mostly read. If he likes you he will give you an A."
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12/04/2007,NAN,CHS201,4.0,0,1,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Roberto Sifuentes is an amazing man and a great professor. His tests are pretty difficult but if you come to class regularly it shouldn\'t be so bad. Also, keep up with the readings and your tests and papers should be a synche!"
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,10/06/2007,NAN,CHS100,1.5,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"he is the most boring teacher ever i have a hard time staying awake in his class. he lectures all the time and i don\'t understand half of what he\'s saying because of his spanglish and he doesn\'t really finish his sentences. His tests were on things based on stories he lectured about or on things we hadn\'t discussed, i really don\'t recommend him"
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,09/30/2007,NAN,CHS100,1.0,0,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"he\'s a great guy, but a horrible teacher. he doesn\'t have an agenda of what he\'s going to teach. he tests you on a bunch of terms and definitions you never discussed in class, and he doesnt care. he talks a lot about women and just stories in general but the class is useless."
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,08/28/2007,NAN,CHS201,2.5,0,1,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I don\'t know anything about this teacher because I dropped the class after the first lecture because he gave a 16 page assignment on the first day of class and only a week to do it!
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,08/24/2007,NAN,CHIC100,3.0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hes is a good professor has an accent in english as he is mexican....buy the readings and book will help you...take him if u want an A...or a class u can have as elective will relieve some stress in a way....
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,06/05/2007,NAN,CHS100CHS201,3.0,0,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"He is very funny. teaches well but sometimes is hard to make sence of what he says. highly recommend him, just go to class, participate, and do your reading and you will do fine. midterm and final are similar."
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,06/04/2007,NAN,CHS100,1.0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"if u want an easy A take this prof. I had tried to do something a little different and take ChS but after the first 2wks i realized that the class was a joke, so i stopped going. u cant understand him, bc his accent is horrible. its almost like hes **** we he comes to class. oh yea...and he loves to whistle."
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,05/23/2007,NAN,CHS210,2.0,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"really col teacher, he knows what hes talking about."
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,02/06/2007,NAN,CHS100,3.0,0,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Very interesting Prof. He is funny! I enjoyed his class!! It was not stressing at all! Just do readings and you will be set. Midterm and Final are very similar
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,02/01/2007,NAN,CHS300,5.0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sifuentes is a very nice man!! he is very understanding and sweet! he picks on people to answer qs on the books!so be prepared..overall its an EZ class just as long as u do all the work required!
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12/25/2006,NAN,CHS201,4.0,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sifuentes is very intelligent, kind, and funny. He is known for calling on students at random and kicking out those who don\'t read the required material, but that is just his way of knowing if you are keeping up in his class or not. He addresses all his students as ""companeros"" so it shows that he holds every student with the upmost respect. ^_^"
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12/20/2006,NAN,CHS100,3.5,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"boring but easy, midterm the same as final. you need to go to class he takes role everyday. buy the reader and the book you will use it. he is very old so if you don\'t speak spanish or like profesors with accent then i don\'t recomend him."
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12/18/2006,NAN,CHS201,2.5,0,1,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"he is not nice and if u are not prepared to answer questions 4m the readings he will kick u out of his class. he could be funny at times but i didnt like him. he was hard and u are required to write a 5pg essay on each of the 6 books you read, u have a midterm and a final that are hard. i failed both the midterm and the final but still got an A"
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12/17/2006,NAN,CHS100,5.0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HE IS A WONDERFUL TEACHER. IF YOU\'RE REALLY INTERESTED IN CHICANO STUDIES. HE IS VERY HELPFUL AND HE WON\'T LET YOU FAIL HIS CLASS HE\'LL GIVE EXTRA CREDIT AND IS WILLING TO SPEND TIME AFTER CLASS TO HELP, EXCELLENT TEACHER.. THE MIDTERM WAS THE SAME AS THE FINAL!!!"
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,02/08/2006,NAN,CHS201,4.0,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"It was kinda hard to keep up with the readings..but the books were very interesting. If you do not come prepared to class, he will kick you out and you will feel DUMB..Overal good teacher and pretty funny..Oh and companeros is nothing bad so dont trip."
Roberto  Sifuentes,California State University,Ethnic Studies department, Northridge, Northridge,5,3.1,,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,02/06/2006,NAN,CHICANOSTUDIES,1.0,0,1,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Took many years ago and I still get angry at the mention of his name. Got an A but it was all about kissing but and knowing the right people. If you are part of the ""chicano club"" scene you are in, if not he\'s sure to make an example of you. He\'s nothing but a teacher who has favorites and tries to prove his power daily by humiliating people."
Jill  Fjelstul,University of Central Florida,Hospitality department, Orlando, FL,9,4.7,,1.2,Clear grading criteria (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Respected (2)  Inspirational (1)  Amazing lectures (1)  Participation matters (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),0,2,0,2,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,0,29,06/07/2017,NAN,HFT4277,5.0,0,1,1,Not Mandatory,Yes,Yes,A+,CLEAR GRADING CRITERIA  AMAZING LECTURES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Taking her online now for HFT4277, awesome class and even better professor!!! As long as you keep up with your work and answer questions in detail it will be a very easy A, the work itself isn\'t hard at all! Just make sure you read the book/lectures! Hate online classes but would recommend taking her to anyone!"
Jill  Fjelstul,University of Central Florida,Hospitality department, Orlando, FL,9,4.7,,1.2,Clear grading criteria (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Respected (2)  Inspirational (1)  Amazing lectures (1)  Participation matters (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),0,2,0,2,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,0,29,12/10/2016,NAN,HFT4277,5.0,0,1,1,Mandatory,Yes,Yes,A-,RESPECTED  CARING  ACCESSIBLE OUTSIDE CLASS,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Jill has been in the industry for a while now and is somebody that you could really gain a lot from. There are a few assignments in this class which required the book, but there is one in the library that you can rent out for an hour to do the assignment. Tests are online, and she encourages you to use your book and notes! TAKE HER! SHE ROCKS"
Jill  Fjelstul,University of Central Florida,Hospitality department, Orlando, FL,9,4.7,,1.2,Clear grading criteria (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Respected (2)  Inspirational (1)  Amazing lectures (1)  Participation matters (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),0,2,0,2,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,0,29,11/30/2016,NAN,HFT4277,5.0,0,1,2,Mandatory,Yes,Yes,A,INSPIRATIONAL  ACCESSIBLE OUTSIDE CLASS,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"She is a great professor. I took the class which was mixed mode. Grade is made up of a few things: attendance (taken randomly), 2 tests (use the book and you\'ll pass), and a few discussions which are short and easy. She will help you with anything, even tell you how to get a job in the club industry. She has a lot of real life experience!"
Jill  Fjelstul,University of Central Florida,Hospitality department, Orlando, FL,9,4.7,,1.2,Clear grading criteria (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Respected (2)  Inspirational (1)  Amazing lectures (1)  Participation matters (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),0,2,0,2,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,0,29,05/01/2016,NAN,HFT4277,3.5,0,1,1,Mandatory,Yes,Yes,A-,CLEAR GRADING CRITERIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Easy A. Pretty boring, try to take online."
Jill  Fjelstul,University of Central Florida,Hospitality department, Orlando, FL,9,4.7,,1.2,Clear grading criteria (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Respected (2)  Inspirational (1)  Amazing lectures (1)  Participation matters (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),0,2,0,2,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,0,29,04/23/2016,NAN,HFT4277,3.5,0,1,1,,Yes,Yes,A,LECTURE HEAVY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"She has long and sometimes boring lectures, but she truly cares for her students and wants them to succeed. She will sometimes extend assignments when students are having trouble or forget to do them. She took attendance about five random times."
Jill  Fjelstul,University of Central Florida,Hospitality department, Orlando, FL,9,4.7,,1.2,Clear grading criteria (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Respected (2)  Inspirational (1)  Amazing lectures (1)  Participation matters (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),0,2,0,2,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,0,29,11/16/2015,NAN,HFT4277,5.0,0,1,1,Mandatory,Yes,Yes,,CARING  CLEAR GRADING CRITERIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Dr. Fjelstul is one of the best professors at Rosen! She really understands that students also have jobs and assigns very little hw and only 2 exam (midterm and final). She has a large knowledge of our industry and really wants to see students excel after graduation. Midterm and final both open book open note so rent the book to save some points.
Jill  Fjelstul,University of Central Florida,Hospitality department, Orlando, FL,9,4.7,,1.2,Clear grading criteria (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Respected (2)  Inspirational (1)  Amazing lectures (1)  Participation matters (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),0,2,0,2,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,0,29,12/18/2014,NAN,3353,4.5,0,1,1,,Yes,Yes,,RESPECTED,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"First off, she\'s an amazing professor. Knows all about golf and teaches from personal knowledge and not a book. No book, one test, EASY assignments, one small project. If you show up and take some notes, you\'ll pass, easy as that. As a positive, you actually learn in her class. She definitely cares about her students and it shows."
Jill  Fjelstul,University of Central Florida,Hospitality department, Orlando, FL,9,4.7,,1.2,Clear grading criteria (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Respected (2)  Inspirational (1)  Amazing lectures (1)  Participation matters (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),0,2,0,2,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,0,29,12/18/2014,NAN,HFT4277,5.0,0,1,2,Mandatory,Yes,,A,SKIP CLASS? YOU WON\'T PASS.  PARTICIPATION MATTERS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Such an easy and interesting class! Took her mixed mode class. Gives power points that aren\'t online so you have to come to class. Two tests. 5 assignments (super easy). You take tests in computer labs but they are open book. BUY THE ONLINE BOOK! It will make doing the tests so much easier. There\'s no way you\'ll get less than an A in this class
Jill  Fjelstul,University of Central Florida,Hospitality department, Orlando, FL,9,4.7,,1.2,Clear grading criteria (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Respected (2)  Inspirational (1)  Amazing lectures (1)  Participation matters (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),0,2,0,2,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,0,29,12/14/2013,HFT4277,NAN,5.0,1,0,1,,Yes,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This was a great online class! Super easy and straightforward. She is very sweet and helpful. She has lots of personal experience. It\'s not going to be a class you have to worry about; it doesn\'t require a lot of time each week. I appreciated having an easy, no worries online class!"
Jill  Fjelstul,University of Central Florida,Hospitality department, Orlando, FL,9,4.7,,1.2,Clear grading criteria (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Respected (2)  Inspirational (1)  Amazing lectures (1)  Participation matters (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),0,2,0,2,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,0,29,05/03/2012,NAN,HFT4277,5.0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Very easy and relaxing class. Actually pretty interesting to learn about the club industry. You get points for online quizzes and attendance. Book definitely helps, but not required (as there\'s an online one for free via google or you can rent one in the library) Highly recommended class for an easy A"
Jill  Fjelstul,University of Central Florida,Hospitality department, Orlando, FL,9,4.7,,1.2,Clear grading criteria (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Respected (2)  Inspirational (1)  Amazing lectures (1)  Participation matters (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),0,2,0,2,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,0,29,04/19/2012,NAN,HFT4277,5.0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Easy A, no test, exams & best no final exmas. U do have quizzes 10 qst every 2 weeks but easy. U need ur book because sometimes u don\'t find all the answers in her PP. U don\'t take her there goes ur A flying out the door. Prof is great! 25pnts for showing up to class, u never know which day she\'ll take attendance. Y not show to class?"
Jill  Fjelstul,University of Central Florida,Hospitality department, Orlando, FL,9,4.7,,1.2,Clear grading criteria (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Respected (2)  Inspirational (1)  Amazing lectures (1)  Participation matters (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),0,2,0,2,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,0,29,04/17/2012,NAN,HFT4277,5.0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Easy class, decently interesting, big hearted teacher."
Jill  Fjelstul,University of Central Florida,Hospitality department, Orlando, FL,9,4.7,,1.2,Clear grading criteria (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Respected (2)  Inspirational (1)  Amazing lectures (1)  Participation matters (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),0,2,0,2,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,0,29,08/27/2011,NAN,HFTGOLF,2.5,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,One of the easiest class at Rosen. It is a joke like HFT1000 and cannot get easier an pointless than this. I\'ve learned more about club management by playing golf (once a month).
Jill  Fjelstul,University of Central Florida,Hospitality department, Orlando, FL,9,4.7,,1.2,Clear grading criteria (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Respected (2)  Inspirational (1)  Amazing lectures (1)  Participation matters (1)  LECTURE HEAVY (1)  Skip class? You won\'t pass. (1),0,2,0,2,0,1,1,1,0,0,0,3,0,0,1,1,2,0,0,0,29,07/24/2011,NAN,HFT4277,3.5,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,She was nice enough but it was impossible to sit through her boring class. Tests were super easy and honestly going to class didn\'t help me at all. I like her as a person but I won\'t take another one of her classes.
